date,location,region,population,cases,casechange,caserate,deaths,deathrate
2022-06-15,Los Angeles - Reseda,SFV,76617,26170,35,34157,367,479
2022-06-15,Los Angeles - Reynier Village,W,4228,971,3,22966,3,71
2022-06-15,Los Angeles - San Pedro,SB,78039,21309,66,27306,179,229
2022-06-15,Los Angeles - Shadow Hills,SFV,4442,1053,3,23706,8,180
2022-06-15,Los Angeles - Sherman Oaks,SFV,87253,21522,71,24666,153,175
2022-06-15,Los Angeles - Silverlake,MLA,44083,10824,23,24554,146,331
2022-06-15,Los Angeles - South Carthay,MLA,10595,2544,5,24011,11,104
2022-06-15,Los Angeles - South Park,S,37961,15275,18,40239,127,335
2022-06-15,Los Angeles - St Elmo Village,MLA,4584,1596,1,34817,46,1003
2022-06-15,Los Angeles - Studio City,SFV,22440,5395,17,24042,59,263
2022-06-15,Los Angeles - Sun Valley,SFV,52483,19640,29,37422,197,375
2022-06-15,Los Angeles - Sunland,SFV,20408,5483,17,26867,80,392
2022-06-15,Los Angeles - Sycamore Square,SFV,647,139,1,21484,2,309
2022-06-15,Los Angeles - Sylmar,SFV,82397,35446,70,43018,315,382
2022-06-15,Los Angeles - Tarzana,SFV,30876,8374,22,27121,103,334
2022-06-15,Los Angeles - Temple-Beaudry,MLA,39481,11716,11,29674,135,342
2022-06-15,Los Angeles - Thai Town,MLA,9809,2395,6,24416,39,398
2022-06-15,Los Angeles - Toluca Lake,SFV,8704,1955,8,22461,11,126
2022-06-15,Los Angeles - Toluca Terrace,SFV,1306,380,0,29096,10,766
2022-06-15,Los Angeles - Toluca Woods,SFV,1858,389,2,20936,0,0
2022-06-15,Los Angeles - Tujunga,SFV,27810,7209,14,25922,95,342
2022-06-15,Los Angeles - University Hills,SGV,3429,758,1,22106,4,117
2022-06-15,Los Angeles - University Park,S,27456,9861,17,35916,76,277
2022-06-15,Los Angeles - Valley Glen,SFV,30016,9369,18,31213,98,326
2022-06-15,Los Angeles - Valley Village,SFV,24720,6685,11,27043,95,384
2022-06-15,Los Angeles - Van Nuys,SFV,93193,31899,48,34229,427,458
2022-06-15,Los Angeles - Venice,W,33885,7468,18,22039,30,89
2022-06-15,Los Angeles - Vermont Knolls,S,17200,6406,8,37244,76,442
2022-06-15,Los Angeles - Vermont Square,S,7657,3246,4,42393,36,470
2022-06-15,Los Angeles - Vermont Vista,S,41186,16051,25,38972,128,311
2022-06-15,Los Angeles - Vernon Central,S,51998,22334,16,42952,197,379
2022-06-15,Los Angeles - Victoria Park,MLA,8399,2405,1,28634,18,214
2022-06-15,Los Angeles - View Heights,S,3694,827,1,22388,9,244
2022-06-15,Los Angeles - Watts,S,42674,16752,14,39256,138,323
2022-06-15,Los Angeles - Wellington Square,MLA,4915,1523,3,30987,13,264
2022-06-15,Los Angeles - West Adams,MLA,27630,9235,16,33424,177,641
2022-06-15,Los Angeles - West Hills,SFV,40545,9788,29,24141,142,350
2022-06-15,Los Angeles - West Los Angeles,W,37636,8807,18,23400,70,186
2022-06-15,Los Angeles - West Vernon,S,53643,21275,34,39660,241,449
2022-06-15,Los Angeles - Westchester,W,51603,10284,31,19929,67,130
2022-06-15,Los Angeles - Westlake,MLA,59354,17827,22,30035,362,610
2022-06-15,Los Angeles - Westwood,W,54109,12961,15,23954,40,74
2022-06-15,Los Angeles - Wholesale District,MLA,36129,17019,9,47106,138,382
2022-06-15,Los Angeles - Wilmington,SB,56487,20323,36,35978,135,239
2022-06-15,Los Angeles - Wilshire Center,MLA,50170,13822,12,27550,148,295
2022-06-15,Los Angeles - Winnetka,SFV,51785,16343,29,31559,123,238
2022-06-15,Los Angeles - Woodland Hills,SFV,68056,16359,32,24038,119,175
2022-06-15,Unincorporated - Acton,AV,7971,1613,0,20236,17,213
2022-06-15,Unincorporated - Agua Dulce,AV,4158,826,1,19865,6,144
2022-06-15,Unincorporated - Altadena,SGV,43620,9111,20,20887,99,227
2022-06-15,Unincorporated - Anaverde,AV,1508,338,0,22414,1,66
2022-06-15,Unincorporated - Angeles National Forest,AV,1245,79,1,6345,1,80
2022-06-15,Unincorporated - Arcadia,SGV,7981,1590,5,19922,19,238
2022-06-15,Unincorporated - Athens Village,S,4897,2393,7,48867,39,796
2022-06-15,Unincorporated - Athens-Westmont,S,42442,14894,33,35093,154,363
2022-06-15,Unincorporated - Avocado Heights,SGV,6775,2316,3,34185,21,310
2022-06-15,Unincorporated - Azusa,SGV,15923,5140,8,32280,52,327
2022-06-15,Unincorporated - Bassett,SGV,14817,5001,10,33752,55,371
2022-06-15,Unincorporated - Bouquet Canyon,SFV,1073,157,0,14632,2,186
2022-06-15,Unincorporated - Bradbury,SGV,108,73,0,67593,26,24074
2022-06-15,Unincorporated - Canyon Country,SFV,7728,2841,6,36762,9,116
2022-06-15,Unincorporated - Castaic,SFV,27191,8167,23,30036,31,114
2022-06-15,Unincorporated - Cerritos,E,587,150,0,25554,2,341
2022-06-15,Unincorporated - Charter Oak,SGV,20,2,0,10000,0,0
2022-06-15,Unincorporated - Claremont,SGV,702,106,0,15100,5,712
2022-06-15,Unincorporated - Covina (Charter Oak),SGV,13144,3835,7,29177,26,198
2022-06-15,Unincorporated - Covina,SGV,16819,5077,17,30186,57,339
2022-06-15,Unincorporated - Del Aire,SB,4393,976,0,22217,4,91
2022-06-15,Unincorporated - Del Rey,W,318,104,0,32704,1,314
2022-06-15,Unincorporated - Del Sur,AV,2415,576,2,23851,3,124
2022-06-15,Unincorporated - Desert View Highlands,AV,2493,781,1,31328,13,521
2022-06-15,Unincorporated - Duarte,SGV,4428,1573,2,35524,14,316
2022-06-15,Unincorporated - East Covina,SGV,329,77,0,23404,1,304
2022-06-15,Unincorporated - East La Mirada,E,5292,1300,3,24565,13,246
2022-06-15,Unincorporated - East Lancaster,AV,114,44,0,38596,0,0
2022-06-15,Unincorporated - East Los Angeles,E,125268,49937,80,39864,538,429
2022-06-15,Unincorporated - East Pasadena,SGV,6403,338,0,5279,11,172
2022-06-15,Unincorporated - East Rancho Dominguez,S,15308,5209,12,34028,64,418
2022-06-15,Unincorporated - East Whittier,E,5306,1158,2,21824,10,188
2022-06-15,Unincorporated - El Camino Village,SB,8791,1991,3,22648,16,182
2022-06-15,Unincorporated - El Monte,SGV,145,54,0,37241,0,0
2022-06-15,Unincorporated - Elizabeth Lake,AV,1661,220,0,13245,1,60
2022-06-15,Unincorporated - Florence-Firestone,S,64705,27084,30,41858,261,403
2022-06-15,Unincorporated - Franklin Canyon,MLA,12,1,0,8333,0,0
2022-06-15,Unincorporated - Glendora,SGV,660,174,0,26364,3,455
2022-06-15,Unincorporated - Hacienda Heights,SGV,55925,12687,28,22685,134,240
2022-06-15,Unincorporated - Harbor Gateway,S,1,5,0,500000,0,0
2022-06-15,Unincorporated - Hawthorne,SB,2514,630,1,25060,5,199
2022-06-15,Unincorporated - Hi Vista,AV,1098,139,1,12659,2,182
2022-06-15,Unincorporated - Kagel/Lopez Canyons,SFV,1412,557,0,39448,3,212
2022-06-15,Unincorporated - La Crescenta-Montrose,SFV,19802,3224,3,16282,25,126
2022-06-15,Unincorporated - La Habra Heights,E,676,17,0,2515,1,148
2022-06-15,Unincorporated - La Rambla,SGV,2075,635,1,30602,25,1205
2022-06-15,Unincorporated - La Verne,SGV,2040,538,0,26373,2,98
2022-06-15,Unincorporated - Ladera Heights,W,7071,1453,4,20549,18,255
2022-06-15,Unincorporated - Lake Hughes,AV,668,165,1,24701,1,150
2022-06-15,Unincorporated - Lake Los Angeles,AV,12994,3520,5,27089,27,208
2022-06-15,Unincorporated - Lake Manor,SFV,1643,374,0,22763,2,122
2022-06-15,Unincorporated - Lakewood,E,114,1,0,877,0,0
2022-06-15,Unincorporated - Lennox,SB,22542,6641,13,29461,67,297
2022-06-15,Unincorporated - Leona Valley,AV,1751,274,1,15648,5,286
2022-06-15,Unincorporated - Littlerock,AV,4021,1230,3,30589,9,224
2022-06-15,Unincorporated - Littlerock/Juniper Hills,AV,1297,284,0,21897,4,308
2022-06-15,Unincorporated - Littlerock/Pearblossom,AV,3569,1088,5,30485,14,392
2022-06-15,Unincorporated - Llano,AV,877,105,0,11973,2,228
2022-06-15,Unincorporated - Marina del Rey,W,9411,1915,4,20349,4,43
2022-06-15,Unincorporated - Miracle Mile,MLA,0,0,0,0,0,0
2022-06-15,Unincorporated - Monrovia,SGV,3881,933,2,24040,4,103
2022-06-15,Unincorporated - Newhall,SFV,220,89,0,40455,1,455
2022-06-15,Unincorporated - North Lancaster,AV,1198,352,1,29382,4,334
2022-06-15,Unincorporated - North Whittier,W,8360,2536,4,30335,34,407
2022-06-15,Unincorporated - Northeast San Gabriel,SGV,24036,4553,10,18942,51,212
2022-06-15,Unincorporated - Padua Hills,SGV,215,29,1,13488,0,0
2022-06-15,Unincorporated - Palmdale,AV,842,219,0,26010,5,594
2022-06-15,Unincorporated - Palos Verdes Peninsula,SB,621,74,0,11916,0,0
2022-06-15,Unincorporated - Pearblossom/Llano,AV,1956,336,1,17178,3,153
2022-06-15,Unincorporated - Pellissier Village,SGV,619,316,0,51050,1,162
2022-06-15,Unincorporated - Placerita Canyon,SGV,460,16,0,3478,0,0
2022-06-15,Unincorporated - Pomona,SGV,1938,148,0,7637,3,155
2022-06-15,Unincorporated - Quartz Hill,AV,12906,3274,5,25368,36,279
2022-06-15,Unincorporated - Rancho Dominguez,S,2661,988,0,37129,6,225
2022-06-15,Unincorporated - Roosevelt,S,931,227,0,24382,2,215
2022-06-15,Unincorporated - Rosewood,S,1286,402,0,31260,6,467
2022-06-15,Unincorporated - Rosewood/East Gardena,S,1193,430,2,36044,6,503
2022-06-15,Unincorporated - Rosewood/West Rancho Dominguez,S,3361,1128,1,33561,18,536
2022-06-15,Unincorporated - Rowland Heights,SGV,51023,9614,22,18843,108,212
2022-06-15,Unincorporated - San Clemente Island,SB,0,0,0,0,0,0
2022-06-15,Unincorporated - San Francisquito Canyon/Bouquet Canyon,SFV,858,36,0,4196,0,0
2022-06-15,Unincorporated - San Jose Hills,SGV,20221,6633,5,32803,97,480
2022-06-15,Unincorporated - San Pasqual,SGV,2035,70,0,3440,1,49
2022-06-15,Unincorporated - Sand Canyon,AV,308,50,0,16234,0,0
2022-06-15,Unincorporated - Santa Catalina Island,SB,267,670,1,250936,5,1873
2022-06-15,Unincorporated - Santa Monica Mountains,W,18621,3142,7,16873,19,102
2022-06-15,Unincorporated - Saugus,SFV,155,347,3,223871,1,645
2022-06-15,Unincorporated - Saugus/Canyon Country,SFV,356,98,0,27528,1,281
2022-06-15,Unincorporated - South Antelope Valley,AV,455,95,0,20879,1,220
2022-06-15,Unincorporated - South El Monte,SGV,1795,641,0,35710,6,334
2022-06-15,Unincorporated - South San Gabriel,SGV,8848,2193,4,24785,57,644
2022-06-15,Unincorporated - South Whittier,SGV,59222,17930,26,30276,189,319
2022-06-15,Unincorporated - Southeast Antelope Valley,AV,781,201,0,25736,1,128
2022-06-15,Unincorporated - Stevenson Ranch,SFV,20966,4596,6,21921,15,72
2022-06-15,Unincorporated - Sun Village,AV,6036,1868,3,30948,19,315
2022-06-15,Unincorporated - Sunrise Village,SGV,1296,430,0,33179,2,154
2022-06-15,Unincorporated - Twin Lakes/Oat Mountain,SFV,1658,346,0,20869,4,241
2022-06-15,Unincorporated - Val Verde,AV,3309,895,2,27047,3,91
2022-06-15,Unincorporated - Valencia,SFV,3072,756,1,24609,2,65
2022-06-15,Unincorporated - Valinda,SGV,23371,7828,17,33495,98,419
2022-06-15,Unincorporated - View Park/Windsor Hills,S,11635,2813,11,24177,22,189
2022-06-15,Unincorporated - Walnut Park,S,16143,6359,7,39392,65,403
2022-06-15,Unincorporated - West Antelope Valley,AV,1511,142,2,9398,2,132
2022-06-15,Unincorporated - West Carson,SB,22086,6085,19,27551,169,765
2022-06-15,Unincorporated - West Chatsworth,SFV,12,4,0,33333,0,0
2022-06-15,Unincorporated - West LA,W,952,621,1,65231,21,2206
2022-06-15,Unincorporated - West Puente Valley,SGV,9835,3367,12,34235,37,376
2022-06-15,Unincorporated - West Rancho Dominguez,S,1359,408,2,30022,9,662
2022-06-15,Unincorporated - West Whittier/Los Nietos,E,26925,8642,20,32097,111,412
2022-06-15,Unincorporated - Westfield/Academy Hills,TBD,1300,187,0,14385,0,0
2022-06-15,Unincorporated - Westhills,SFV,839,142,0,16925,1,119
2022-06-15,Unincorporated - White Fence Farms,AV,3683,762,1,20690,9,244
2022-06-15,Unincorporated - Whittier Narrows,E,12,65,0,541667,1,8333
2022-06-15,Unincorporated - Whittier,SGV,3784,788,4,20825,10,264
2022-06-15,Unincorporated - Willowbrook,S,34913,14161,10,40561,133,381
2022-06-15,Unincorporated - Wiseburn,SB,6027,1543,2,25601,15,249
2022-06-15,age 0 to 4,,0,88452,164
2022-06-15,age 12 to 17,,0,251110,296
2022-06-15,age 18 to 29,,0,640333,1117
2022-06-15,age 30 to 49,,0,921557,1909
2022-06-15,age 5 to 11,,0,256216,396
2022-06-15,age 50 to 64,,0,476924,989
2022-06-15,age 65 to 79,,0,187044,379
2022-06-15,age over 80,,0,60306,136
2022-06-16,City of Agoura Hills,SFV,20883,4996,49,23924,22,105
2022-06-16,City of Alhambra,SGV,86725,18847,50,21732,258,297
2022-06-16,City of Arcadia,SGV,57755,9295,33,16094,167,289
2022-06-16,City of Artesia,E,16795,4497,10,26776,88,524
2022-06-16,City of Avalon,SB,3869,64,0,1654,0,0
2022-06-16,City of Azusa,SGV,50039,14442,17,28861,159,318
2022-06-16,City of Baldwin Park,SGV,76768,23971,43,31225,390,508
2022-06-16,City of Bell Gardens,E,43071,14587,12,33867,140,325
2022-06-16,City of Bell,E,36332,14474,18,39838,144,396
2022-06-16,City of Bellflower,E,77734,24579,35,31619,267,343
2022-06-16,City of Beverly Hills,W,34519,9374,22,27155,44,127
2022-06-16,City of Bradbury,SGV,1069,67,0,6268,0,0
2022-06-16,City of Burbank,SFV,107179,25108,65,23426,327,305
2022-06-16,City of Calabasas,SFV,24323,4550,6,18707,38,156
2022-06-16,City of Carson,SB,93847,27718,37,29536,324,345
2022-06-16,City of Cerritos,E,50068,9537,19,19048,86,172
2022-06-16,City of Claremont,SGV,36485,7733,22,21196,84,230
2022-06-16,City of Commerce,E,13069,4706,10,36009,47,360
2022-06-16,City of Compton,S,99905,34222,24,34255,331,331
2022-06-16,City of Covina,SGV,49032,15491,20,31594,205,418
2022-06-16,City of Cudahy,E,24347,10404,11,42732,81,333
2022-06-16,City of Culver City,W,39865,8636,20,21663,136,341
2022-06-16,City of Diamond Bar,SGV,57515,10224,24,17776,110,191
2022-06-16,City of Downey,E,114264,37886,60,33157,383,335
2022-06-16,City of Duarte,SGV,22016,5578,7,25336,122,554
2022-06-16,City of El Monte,SGV,117269,34465,45,29390,532,454
2022-06-16,City of El Segundo,SB,16786,3265,7,19451,15,89
2022-06-16,City of Gardena,E,61310,17557,25,28636,269,439
2022-06-16,City of Glendale,SFV,206496,47938,84,23215,884,428
2022-06-16,City of Glendora,SGV,52764,12633,24,23942,247,468
2022-06-16,City of Hawaiian Gardens,E,14676,4328,3,29490,30,204
2022-06-16,City of Hawthorne,SB,88787,23988,48,27017,277,312
2022-06-16,City of Hermosa Beach,SB,19670,3809,7,19365,12,61
2022-06-16,City of Hidden Hills,SFV,1890,312,2,16508,2,106
2022-06-16,City of Huntington Park,E,59483,22836,15,38390,217,365
2022-06-16,City of Industry,SGV,437,425,2,97254,6,1373
2022-06-16,City of Inglewood,SB,113581,31081,30,27364,390,343
2022-06-16,City of Irwindale,SGV,1459,560,2,38382,8,548
2022-06-16,City of La Canada Flintridge,SGV,20693,3427,9,16561,21,101
2022-06-16,City of La Habra Heights,E,5455,171,1,3135,2,37
2022-06-16,City of La Mirada,E,49599,11208,17,22597,184,371
2022-06-16,City of La Puente,SGV,40696,13256,12,32572,152,373
2022-06-16,City of La Verne,SGV,33281,7556,15,22703,81,243
2022-06-16,City of Lakewood,E,80362,20733,46,25800,171,213
2022-06-16,City of Lancaster,AV,161570,53011,40,32810,430,266
2022-06-16,City of Lawndale,SB,33614,8644,21,25715,72,214
2022-06-16,City of Lomita,SB,20729,4744,7,22886,58,280
2022-06-16,City of Lynwood,S,72047,25685,26,35650,295,409
2022-06-16,City of Malibu,W,12961,2398,3,18502,13,100
2022-06-16,City of Manhattan Beach,SB,36000,5850,13,16250,27,75
2022-06-16,City of Maywood,E,28049,10945,8,39021,105,374
2022-06-16,City of Monrovia,SGV,38801,8966,27,23108,105,271
2022-06-16,City of Montebello,E,64375,20250,36,31456,283,440
2022-06-16,City of Monterey Park,SGV,62262,12867,29,20666,235,377
2022-06-16,City of Norwalk,E,107622,34687,38,32230,471,438
2022-06-16,City of Palmdale,AV,158968,55157,55,34697,446,281
2022-06-16,City of Palos Verdes Estates,SB,13522,1740,4,12868,12,89
2022-06-16,City of Paramount,S,56024,19567,16,34927,211,377
2022-06-16,City of Pico Rivera,E,64284,22088,24,34360,335,521
2022-06-16,City of Pomona,SGV,155933,54053,48,34665,589,378
2022-06-16,City of Rancho Palos Verdes,SB,42747,5704,14,13344,84,197
2022-06-16,City of Redondo Beach,SB,68696,11774,26,17139,71,103
2022-06-16,City of Rolling Hills Estates,SB,8113,1133,2,13965,10,123
2022-06-16,City of Rolling Hills,SB,1940,215,0,11082,3,155
2022-06-16,City of Rosemead,SGV,55350,11712,28,21160,189,341
2022-06-16,City of San Dimas,SGV,34517,8694,20,25188,128,371
2022-06-16,City of San Fernando,SFV,24612,10945,15,44470,81,329
2022-06-16,City of San Gabriel,SGV,40955,8365,20,20425,246,601
2022-06-16,City of San Marino,SGV,13277,1746,4,13151,14,105
2022-06-16,City of Santa Clarita,SFV,220421,58564,119,26569,390,177
2022-06-16,City of Santa Fe Springs,E,18364,6661,4,36272,55,299
2022-06-16,City of Santa Monica,W,92445,20338,63,22000,248,268
2022-06-16,City of Sierra Madre,SGV,10989,1727,5,15716,22,200
2022-06-16,City of Signal Hill,E,11797,3121,4,26456,13,110
2022-06-16,City of South El Monte,SGV,20885,6810,14,32607,89,426
2022-06-16,City of South Gate,E,98155,40057,46,40810,316,322
2022-06-16,City of South Pasadena,SGV,26052,4714,18,18094,61,234
2022-06-16,City of Temple City,SGV,36456,7048,17,19333,151,414
2022-06-16,City of Torrance,SB,149269,25832,54,17306,307,206
2022-06-16,City of Vernon,E,209,320,0,153110,0,0
2022-06-16,City of Walnut,SGV,30532,5487,13,17971,47,154
2022-06-16,City of West Covina,SGV,108235,31397,48,29008,366,338
2022-06-16,City of West Hollywood,W,36951,9083,28,24581,62,168
2022-06-16,City of Westlake Village,SFV,8359,317,0,3792,2,24
2022-06-16,City of Whittier,E,87431,25211,44,28835,339,388
2022-06-16,Los Angeles - Adams-Normandie,S,8202,2732,2,33309,18,219
2022-06-16,Los Angeles - Alsace,W,12445,3797,7,30510,23,185
2022-06-16,Los Angeles - Angeles National Forest,AV,40,6,0,15000,0,0
2022-06-16,Los Angeles - Angelino Heights,MLA,2502,689,0,27538,8,320
2022-06-16,Los Angeles - Arleta,SFV,34370,14290,14,41577,134,390
2022-06-16,Los Angeles - Atwater Village,MLA,14666,3940,8,26865,35,239
2022-06-16,Los Angeles - Baldwin Hills,S,31125,8128,16,26114,110,353
2022-06-16,Los Angeles - Bel Air,W,8429,1813,4,21509,6,71
2022-06-16,Los Angeles - Beverly Crest,W,12525,2747,13,21932,9,72
2022-06-16,Los Angeles - Beverlywood,W,13173,3418,10,25947,4,30
2022-06-16,Los Angeles - Boyle Heights,MLA,86884,34608,42,39832,372,428
2022-06-16,Los Angeles - Brentwood,W,30955,6706,17,21664,27,87
2022-06-16,Los Angeles - Brookside,MLA,581,117,0,20138,2,344
2022-06-16,Los Angeles - Cadillac-Corning,W,7121,1995,3,28016,14,197
2022-06-16,Los Angeles - Canoga Park,SFV,65288,21360,19,32716,209,320
2022-06-16,Los Angeles - Carthay,MLA,14363,3363,14,23414,90,627
2022-06-16,Los Angeles - Central,MLA,38992,15303,6,39247,159,408
2022-06-16,Los Angeles - Century City,W,12792,2817,7,22022,15,117
2022-06-16,Los Angeles - Century Palms/Cove,S,33766,13935,7,41269,133,394
2022-06-16,Los Angeles - Chatsworth,SFV,37061,10271,12,27714,121,326
2022-06-16,Los Angeles - Cheviot Hills,W,9171,1988,4,21677,10,109
2022-06-16,Los Angeles - Chinatown,MLA,8021,2183,8,27216,20,249
2022-06-16,Los Angeles - Cloverdale/Cochran,MLA,14553,4339,1,29815,30,206
2022-06-16,Los Angeles - Country Club Park,MLA,15153,3955,3,26100,89,587
2022-06-16,Los Angeles - Crenshaw District,S,13829,4302,5,31109,47,340
2022-06-16,Los Angeles - Crestview,W,11368,3155,3,27753,52,457
2022-06-16,Los Angeles - Del Rey,W,29936,6750,10,22548,43,144
2022-06-16,Los Angeles - Downtown,MLA,27507,13010,20,47297,68,247
2022-06-16,Los Angeles - Eagle Rock,MLA,39588,10531,29,26601,149,376
2022-06-16,Los Angeles - East Hollywood,MLA,29287,7847,6,26793,155,529
2022-06-16,Los Angeles - Echo Park,MLA,14256,3704,4,25982,26,182
2022-06-16,Los Angeles - El Sereno,MLA,41808,14137,15,33814,141,337
2022-06-16,Los Angeles - Elysian Park,MLA,5712,1492,1,26120,6,105
2022-06-16,Los Angeles - Elysian Valley,MLA,10171,2967,4,29171,33,324
2022-06-16,Los Angeles - Encino,SFV,45172,11814,30,26153,92,204
2022-06-16,Los Angeles - Exposition Park,S,44916,15294,11,34049,107,238
2022-06-16,Los Angeles - Exposition,S,3326,1051,3,31600,8,241
2022-06-16,Los Angeles - Faircrest Heights,MLA,3600,992,1,27556,6,167
2022-06-16,Los Angeles - Figueroa Park Square,S,8721,3161,1,36246,38,436
2022-06-16,Los Angeles - Florence-Firestone,S,47446,20114,12,42394,156,329
2022-06-16,Los Angeles - Glassell Park,MLA,31604,8814,10,27889,71,225
2022-06-16,Los Angeles - Gramercy Place,S,10764,3381,7,31410,42,390
2022-06-16,Los Angeles - Granada Hills,SFV,58191,17464,30,30012,253,435
2022-06-16,Los Angeles - Green Meadows,S,21505,8846,4,41135,64,298
2022-06-16,Los Angeles - Hancock Park,MLA,17039,3823,5,22437,11,65
2022-06-16,Los Angeles - Harbor City,SB,29071,7578,7,26068,51,175
2022-06-16,Los Angeles - Harbor Gateway,SB,43600,12978,21,29766,103,236
2022-06-16,Los Angeles - Harbor Pines,SB,2409,491,0,20382,3,125
2022-06-16,Los Angeles - Harvard Heights,MLA,18035,5394,3,29909,80,444
2022-06-16,Los Angeles - Harvard Park,S,37935,15554,16,41002,130,343
2022-06-16,Los Angeles - Highland Park,MLA,48391,14064,30,29063,140,289
2022-06-16,Los Angeles - Historic Filipinotown,MLA,13870,4548,1,32790,92,663
2022-06-16,Los Angeles - Hollywood Hills,MLA,29435,6064,16,20602,31,105
2022-06-16,Los Angeles - Hollywood,MLA,68254,17703,26,25937,115,168
2022-06-16,Los Angeles - Hyde Park,S,28541,9771,8,34235,113,396
2022-06-16,Los Angeles - Jefferson Park,S,8073,2678,2,33172,22,273
2022-06-16,Los Angeles - Koreatown,MLA,51692,13811,12,26717,151,292
2022-06-16,Los Angeles - Lafayette Square,MLA,4559,1359,4,29809,11,241
2022-06-16,Los Angeles - Lake Balboa,SFV,42206,13209,24,31296,92,218
2022-06-16,Los Angeles - Lakeview Terrace,SFV,13133,4849,4,36922,47,358
2022-06-16,Los Angeles - Leimert Park,S,15235,4627,5,30371,32,210
2022-06-16,Los Angeles - Lincoln Heights,MLA,32597,10726,12,32905,214,657
2022-06-16,Los Angeles - Little Armenia,MLA,8025,2562,5,31925,113,1408
2022-06-16,Los Angeles - Little Bangladesh,MLA,28343,7349,14,25929,39,138
2022-06-16,Los Angeles - Little Tokyo,MLA,3133,1176,2,37536,14,447
2022-06-16,Los Angeles - Longwood,MLA,4304,1429,0,33202,14,325
2022-06-16,Los Angeles - Los Feliz,MLA,21608,4514,15,20890,36,167
2022-06-16,Los Angeles - Manchester Square,SB,8536,2571,5,30119,22,258
2022-06-16,Los Angeles - Mandeville Canyon,W,3124,636,2,20359,1,32
2022-06-16,Los Angeles - Mar Vista,W,42471,8493,30,19997,46,108
2022-06-16,Los Angeles - Marina Peninsula,W,4360,776,2,17798,5,115
2022-06-16,Los Angeles - Melrose,MLA,77696,21848,39,28120,261,336
2022-06-16,Los Angeles - Mid-city,MLA,15030,3794,8,25243,53,353
2022-06-16,Los Angeles - Miracle Mile,MLA,17985,3923,4,21813,22,122
2022-06-16,Los Angeles - Mission Hills,SFV,24124,9929,6,41158,152,630
2022-06-16,Los Angeles - Mt. Washington,MLA,24145,6872,6,28461,75,311
2022-06-16,Los Angeles - North Hills,SFV,61576,21153,20,34353,193,313
2022-06-16,Los Angeles - North Hollywood,SFV,151422,49435,79,32647,483,319
2022-06-16,Los Angeles - Northridge,SFV,69796,20772,19,29761,219,314
2022-06-16,Los Angeles - Pacific Palisades,W,21291,4045,22,18999,18,85
2022-06-16,Los Angeles - Pacoima,SFV,76979,33378,39,43360,285,370
2022-06-16,Los Angeles - Palisades Highlands,W,3846,760,4,19761,2,52
2022-06-16,Los Angeles - Palms,W,43877,9269,24,21125,78,178
2022-06-16,Los Angeles - Panorama City,SFV,75251,28320,21,37635,334,444
2022-06-16,Los Angeles - Park La Brea,MLA,13580,2544,4,18733,3,22
2022-06-16,Los Angeles - Pico-Union,MLA,41842,14356,11,34310,284,679
2022-06-16,Los Angeles - Playa Del Rey,W,3196,472,1,14768,4,125
2022-06-16,Los Angeles - Playa Vista,W,10947,2690,7,24573,14,128
2022-06-16,Los Angeles - Porter Ranch,SFV,35589,8285,12,23280,63,177
2022-06-16,Los Angeles - Rancho Park,W,6560,1726,3,26311,2,30
2022-06-16,Los Angeles - Regent Square,W,2780,714,1,25683,4,144
2022-06-16,Los Angeles - Reseda Ranch,SFV,4636,1499,2,32334,6,129
2022-06-16,Los Angeles - Reseda,SFV,76617,26202,32,34199,367,479
2022-06-16,Los Angeles - Reynier Village,W,4228,973,2,23013,3,71
2022-06-16,Los Angeles - San Pedro,SB,78039,21338,29,27343,179,229
2022-06-16,Los Angeles - Shadow Hills,SFV,4442,1054,1,23728,8,180
2022-06-16,Los Angeles - Sherman Oaks,SFV,87253,21573,51,24724,153,175
2022-06-16,Los Angeles - Silverlake,MLA,44083,10851,27,24615,146,331
2022-06-16,Los Angeles - South Carthay,MLA,10595,2548,4,24049,11,104
2022-06-16,Los Angeles - South Park,S,37961,15288,13,40273,127,335
2022-06-16,Los Angeles - St Elmo Village,MLA,4584,1597,1,34839,46,1003
2022-06-16,Los Angeles - Studio City,SFV,22440,5411,16,24113,59,263
2022-06-16,Los Angeles - Sun Valley,SFV,52483,19662,22,37464,197,375
2022-06-16,Los Angeles - Sunland,SFV,20408,5492,9,26911,80,392
2022-06-16,Los Angeles - Sycamore Square,SFV,647,139,0,21484,2,309
2022-06-16,Los Angeles - Sylmar,SFV,82397,35481,35,43061,315,382
2022-06-16,Los Angeles - Tarzana,SFV,30876,8381,7,27144,103,334
2022-06-16,Los Angeles - Temple-Beaudry,MLA,39481,11731,15,29712,135,342
2022-06-16,Los Angeles - Thai Town,MLA,9809,2400,5,24467,39,398
2022-06-16,Los Angeles - Toluca Lake,SFV,8704,1962,7,22541,11,126
2022-06-16,Los Angeles - Toluca Terrace,SFV,1306,383,3,29326,10,766
2022-06-16,Los Angeles - Toluca Woods,SFV,1858,389,0,20936,0,0
2022-06-16,Los Angeles - Tujunga,SFV,27810,7221,12,25965,95,342
2022-06-16,Los Angeles - University Hills,SGV,3429,758,0,22106,4,117
2022-06-16,Los Angeles - University Park,S,27456,9869,8,35945,76,277
2022-06-16,Los Angeles - Valley Glen,SFV,30016,9376,7,31237,98,326
